timestamp,pkt,real,imag,mag
2026-05-07T11:32:47.995419,1,0.10821915417909622,-0.1727176308631897,0.2038204242519185
2026-05-07T11:32:47.995524,2,-0.09676516801118851,0.1970149427652359,0.21949575260816032
2026-05-07T11:32:47.995608,3,0.21673689782619476,-0.04925408214330673,0.22226301421312092
2026-05-07T11:32:47.995688,4,-0.21306748688220978,-0.17049118876457214,0.2728827576316569
2026-05-07T11:32:47.995766,5,0.09846802055835724,0.1518266350030899,0.18096209041963057
2026-05-07T11:32:47.995843,6,0.016507335007190704,-0.012954816222190857,0.020983788323140393
2026-05-07T11:32:47.995937,7,-0.13136917352676392,-0.029898447915911674,0.13472853053783929
2026-05-07T11:32:47.996015,8,0.077281154692173,0.060815323144197464,0.09834063452962226
2026-05-07T11:32:47.996092,9,-0.005985930562019348,-0.07215049862861633,0.07239838269637855
2026-05-07T11:32:47.996168,10,0.028993021696805954,0.04868093132972717,0.056660642268165945
2026-05-07T11:32:48.012352,11,0.07728760689496994,0.013831496238708496,0.07851550463286097
2026-05-07T11:32:48.033328,12,-0.19467389583587646,-0.12483350187540054,0.23126030552257193
2026-05-07T11:32:48.053310,13,0.20291933417320251,0.29100045561790466,0.354764036158013
2026-05-07T11:32:48.074295,14,-0.04869108647108078,-0.32067176699638367,0.3243473509223056
2026-05-07T11:32:48.094273,15,-0.05519282817840576,0.24333345890045166,0.24951436933128485
2026-05-07T11:32:48.115248,16,0.005986100062727928,-0.18898147344589233,0.18907625630877478
2026-05-07T11:32:48.135231,17,-0.007833562791347504,0.009937010705471039,0.012653414075522468
2026-05-07T11:32:48.156218,18,-0.09058019518852234,0.03298771381378174,0.09640000530627979
2026-05-07T11:32:48.176200,19,0.2293463945388794,0.10945229232311249,0.25412511285342776
2026-05-07T11:32:48.197184,20,-0.1194988340139389,-0.37148377299308777,0.39023091231714446
2026-05-07T11:32:48.217169,21,-0.21428221464157104,0.2894463539123535,0.3601333909884666
2026-05-07T11:32:48.238146,22,0.28092044591903687,0.0035588182508945465,0.2809429873171662
2026-05-07T11:32:48.258129,23,-0.10745042562484741,-0.07411617040634155,0.1305327571250325
2026-05-07T11:32:48.279110,24,0.0219725351780653,0.12846159934997559,0.1303271836943658
2026-05-07T11:32:48.299174,25,0.11213264614343643,-0.20014433562755585,0.22941553002123646
2026-05-07T11:32:48.320104,26,-0.20611092448234558,0.015352576971054077,0.20668191698989852
2026-05-07T11:32:48.340092,27,0.19770878553390503,0.0007989257574081421,0.19771039972560245
2026-05-07T11:32:48.361103,28,-0.011887669563293457,-0.13099735975265503,0.1315356413669412
2026-05-07T11:32:48.381091,29,-0.05923508107662201,0.03063395619392395,0.06668758581809087
2026-05-07T11:32:48.402007,30,-0.11042529344558716,0.1816830039024353,0.21260870005612742
2026-05-07T11:32:48.421984,31,0.18837597966194153,-0.15391966700553894,0.243262766581103
2026-05-07T11:32:48.442965,32,-0.22658133506774902,0.15948015451431274,0.27707944904845005
2026-05-07T11:32:48.462946,33,0.30119577050209045,-0.05887820944190025,0.3068966205669789
2026-05-07T11:32:48.483935,34,-0.302615225315094,-0.24967309832572937,0.39231700271601083
2026-05-07T11:32:48.503919,35,0.042759329080581665,0.28510338068008423,0.2882920357877312
