timestamp,x_m,y_m,magnitude_h2,laser_distance_cm
2026-05-13T12:40:17.385129,-0.1866,0.0068,0.157365,4.600
2026-05-13T12:40:17.406116,-0.1866,0.0068,0.040130,4.600
2026-05-13T12:40:17.427159,-0.1866,0.0068,0.105010,4.500
2026-05-13T12:40:17.447064,-0.1866,0.0068,0.163489,4.500
2026-05-13T12:40:17.468129,-0.1866,0.0068,0.111410,4.800
2026-05-13T12:40:17.488039,-0.1866,0.0068,0.175594,4.800
2026-05-13T12:40:17.508019,-0.1866,0.0068,0.179636,4.800
2026-05-13T12:40:17.530080,-0.1866,0.0069,0.321840,4.700
2026-05-13T12:40:17.548987,-0.1866,0.0069,0.212564,4.700
2026-05-13T12:40:17.571037,-0.1866,0.0069,0.056844,4.700
2026-05-13T12:40:17.589952,-0.1866,0.0069,0.168325,4.700
2026-05-13T12:40:17.610927,-0.1866,0.0069,0.212709,4.700
2026-05-13T12:40:17.630915,-0.1866,0.0068,0.197835,4.600
2026-05-13T12:40:17.651926,-0.1866,0.0068,0.055269,4.600
2026-05-13T12:40:17.673371,-0.1866,0.0068,0.080215,4.700
2026-05-13T12:40:17.692851,-0.1866,0.0068,0.129501,4.700
2026-05-13T12:40:17.713899,-0.1866,0.0068,0.093151,4.500
2026-05-13T12:40:17.733810,-0.1866,0.0068,0.043759,4.500
2026-05-13T12:40:17.753792,-0.1866,0.0068,0.212950,4.500
2026-05-13T12:40:17.775851,-0.1866,0.0068,0.083782,4.600
2026-05-13T12:40:17.794765,-0.1866,0.0068,0.088575,4.600
2026-05-13T12:40:17.817472,-0.1866,0.0068,0.147210,4.600
2026-05-13T12:40:17.835775,-0.1866,0.0068,0.034260,4.600
2026-05-13T12:40:17.856709,-0.1866,0.0068,0.123786,4.600
2026-05-13T12:40:17.876698,-0.1866,0.0068,0.098897,4.600
2026-05-13T12:40:17.897693,-0.1866,0.0068,0.093858,4.600
2026-05-13T12:40:17.918758,-0.1866,0.0068,0.066014,4.600
2026-05-13T12:40:17.938686,-0.1866,0.0068,0.054075,4.600
2026-05-13T12:40:17.959765,-0.1866,0.0068,0.168449,4.600
2026-05-13T12:40:17.979593,-0.1866,0.0068,0.390767,4.600
2026-05-13T12:40:17.999579,-0.1866,0.0068,0.253776,4.600
2026-05-13T12:40:18.021627,-0.1866,0.0068,0.064848,4.700
2026-05-13T12:40:18.040534,-0.1866,0.0068,0.026173,4.700
2026-05-13T12:40:18.062598,-0.1866,0.0068,0.112526,4.700
2026-05-13T12:40:18.081501,-0.1866,0.0068,0.114126,4.700
2026-05-13T12:40:18.102488,-0.1866,0.0068,0.237086,4.700
2026-05-13T12:40:18.123530,-0.1866,0.0068,0.265653,4.500
2026-05-13T12:40:18.143443,-0.1866,0.0068,0.162248,4.500
2026-05-13T12:40:18.164539,-0.1866,0.0068,0.107923,4.700
2026-05-13T12:40:18.184402,-0.1866,0.0068,0.135525,4.700
2026-05-13T12:40:18.204405,-0.1866,0.0068,0.178048,4.700
2026-05-13T12:40:18.225377,-0.1866,0.0068,0.271665,4.500
2026-05-13T12:40:18.245687,-0.1866,0.0068,0.232713,4.500
2026-05-13T12:40:18.266407,-0.1866,0.0068,0.027420,4.700
2026-05-13T12:40:18.286315,-0.1866,0.0068,0.152671,4.700
2026-05-13T12:40:18.307369,-0.1866,0.0068,0.161850,4.400
2026-05-13T12:40:18.327275,-0.1866,0.0068,0.220559,4.400
2026-05-13T12:40:18.347265,-0.1866,0.0068,0.288550,4.400
2026-05-13T12:40:18.369308,-0.1866,0.0068,0.310667,4.500
2026-05-13T12:40:18.388230,-0.1866,0.0068,0.157460,4.500
2026-05-13T12:40:18.410286,-0.1866,0.0068,0.131218,4.700
2026-05-13T12:40:18.429181,-0.1866,0.0068,0.142057,4.700
2026-05-13T12:40:18.450160,-0.1866,0.0068,0.081257,4.700
2026-05-13T12:40:18.471210,-0.1866,0.0068,0.160824,4.600
2026-05-13T12:40:18.491129,-0.1866,0.0068,0.024854,4.600
2026-05-13T12:40:18.512182,-0.1866,0.0068,0.065654,4.800
2026-05-13T12:40:18.532088,-0.1866,0.0068,0.166068,4.800
2026-05-13T12:40:18.553157,-0.1866,0.0068,0.077233,4.600
2026-05-13T12:40:18.573052,-0.1866,0.0068,0.145153,4.600
2026-05-13T12:40:18.593030,-0.1866,0.0068,0.028326,4.600
2026-05-13T12:40:18.615100,-0.1866,0.0068,0.230229,4.500
2026-05-13T12:40:18.634001,-0.1866,0.0068,0.165251,4.500
2026-05-13T12:40:18.656090,-0.1866,0.0068,0.048609,4.600
2026-05-13T12:40:18.674967,-0.1866,0.0068,0.067468,4.600
2026-05-13T12:40:18.695940,-0.1866,0.0068,0.051143,4.600
2026-05-13T12:40:18.716989,-0.1866,0.0068,0.174742,4.500
2026-05-13T12:40:18.736940,-0.1866,0.0068,0.174601,4.500
2026-05-13T12:40:18.757953,-0.1866,0.0068,0.078082,4.500
2026-05-13T12:40:18.777869,-0.1866,0.0068,0.098872,4.500
2026-05-13T12:40:18.797849,-0.1866,0.0068,0.041826,4.500
2026-05-13T12:40:18.818886,-0.1866,0.0068,0.095419,4.200
2026-05-13T12:40:18.838850,-0.1866,0.0068,0.149533,4.200
2026-05-13T12:40:18.860867,-0.1866,0.0068,0.169734,4.700
2026-05-13T12:40:18.879814,-0.1866,0.0068,0.098766,4.700
