timestamp,x_m,y_m,magnitude_h2,laser_distance_cm
2026-05-13T12:34:51.383838,0.0981,0.3549,0.119019,4.700
2026-05-13T12:34:51.404811,0.0981,0.3549,0.154169,4.800
2026-05-13T12:34:51.424791,0.0981,0.3549,0.131277,4.800
2026-05-13T12:34:51.446809,0.0981,0.3549,0.125381,4.500
2026-05-13T12:34:51.465732,0.0981,0.3549,0.200570,4.500
2026-05-13T12:34:51.487754,0.0981,0.3549,0.254210,4.500
2026-05-13T12:34:51.506690,0.0981,0.3549,0.221597,4.500
2026-05-13T12:34:51.527701,0.0981,0.3549,0.021587,4.500
2026-05-13T12:34:51.548704,0.0981,0.3549,0.129590,4.600
2026-05-13T12:34:51.568952,0.0981,0.3549,0.238059,4.600
2026-05-13T12:34:51.589653,0.0981,0.3549,0.357056,4.600
2026-05-13T12:34:51.609582,0.0981,0.3549,0.216354,4.600
2026-05-13T12:34:51.629556,0.0981,0.3549,0.073398,4.600
2026-05-13T12:34:51.651583,0.0981,0.3549,0.187705,4.600
2026-05-13T12:34:51.670524,0.0981,0.3549,0.293169,4.600
2026-05-13T12:34:51.692541,0.0981,0.3549,0.273728,4.700
2026-05-13T12:34:51.711471,0.0981,0.3549,0.313683,4.700
2026-05-13T12:34:51.733493,0.0981,0.3549,0.281274,4.700
2026-05-13T12:34:51.752433,0.0981,0.3549,0.239813,4.700
2026-05-13T12:34:51.773402,0.0981,0.3549,0.163666,4.700
2026-05-13T12:34:51.794430,0.0981,0.3549,0.104839,4.400
2026-05-13T12:34:51.814371,0.0981,0.3549,0.299347,4.400
2026-05-13T12:34:51.835388,0.0981,0.3549,0.309227,4.700
2026-05-13T12:34:51.855324,0.0981,0.3549,0.311452,4.700
2026-05-13T12:34:51.875314,0.0981,0.3549,0.285768,4.700
2026-05-13T12:34:51.897335,0.0981,0.3549,0.355538,4.700
2026-05-13T12:34:51.916264,0.0981,0.3549,0.296558,4.700
2026-05-13T12:34:51.938289,0.0981,0.3549,0.227607,4.700
2026-05-13T12:34:51.957222,0.0981,0.3549,0.256562,4.700
2026-05-13T12:34:51.978205,0.0981,0.3549,0.266039,4.700
2026-05-13T12:34:51.998180,0.0981,0.3549,0.133785,4.500
2026-05-13T12:34:52.019195,0.0981,0.3549,0.289131,4.500
2026-05-13T12:34:52.040200,0.0981,0.3549,0.433764,4.400
2026-05-13T12:34:52.060151,0.0981,0.3549,0.446866,4.400
2026-05-13T12:34:52.081287,0.0981,0.3549,0.294359,4.700
2026-05-13T12:34:52.101155,0.0981,0.3549,0.144036,4.700
2026-05-13T12:34:52.121056,0.0981,0.3549,0.248095,4.700
2026-05-13T12:34:52.143084,0.0981,0.3549,0.530773,4.500
2026-05-13T12:34:52.162012,0.0981,0.3549,0.388484,4.500
2026-05-13T12:34:52.184054,0.0981,0.3549,0.294199,4.800
2026-05-13T12:34:52.202978,0.0981,0.3549,0.190840,4.800
2026-05-13T12:34:52.223953,0.0981,0.3549,0.310830,4.800
2026-05-13T12:34:52.243936,0.0981,0.3549,0.405101,4.500
2026-05-13T12:34:52.264911,0.0981,0.3549,0.338852,4.500
2026-05-13T12:34:52.285936,0.0981,0.3549,0.152296,4.700
2026-05-13T12:34:52.305871,0.0981,0.3549,0.265217,4.700
2026-05-13T12:34:52.326896,0.0981,0.3549,0.314445,4.800
2026-05-13T12:34:52.346822,0.0981,0.3549,0.344934,4.800
2026-05-13T12:34:52.366799,0.0981,0.3549,0.526200,4.800
2026-05-13T12:34:52.388822,0.0981,0.3549,0.439771,4.600
2026-05-13T12:34:52.407764,0.0981,0.3549,0.247424,4.600
2026-05-13T12:34:52.429795,0.0981,0.3549,0.181364,4.500
2026-05-13T12:34:52.448721,0.0981,0.3549,0.225288,4.500
2026-05-13T12:34:52.469696,0.0981,0.3549,0.090501,4.500
2026-05-13T12:34:52.490714,0.0981,0.3549,0.128745,4.700
2026-05-13T12:34:52.510652,0.0981,0.3549,0.207629,4.700
2026-05-13T12:34:52.531716,0.0981,0.3549,0.291202,4.900
2026-05-13T12:34:52.551615,0.0981,0.3549,0.166228,4.900
2026-05-13T12:34:52.571597,0.0981,0.3549,0.085442,4.900
2026-05-13T12:34:52.592577,0.0981,0.3549,0.012895,4.600
2026-05-13T12:34:52.612556,0.0981,0.3549,0.343370,4.600
2026-05-13T12:34:52.634570,0.0981,0.3549,0.468311,4.600
2026-05-13T12:34:52.653509,0.0981,0.3549,0.353894,4.600
2026-05-13T12:34:52.675528,0.0981,0.3549,0.363629,4.600
2026-05-13T12:34:52.694477,0.0980,0.3547,0.410542,4.600
2026-05-13T12:34:52.715441,0.0980,0.3547,0.269870,4.600
2026-05-13T12:34:52.736480,0.0980,0.3547,0.166288,4.700
2026-05-13T12:34:52.756400,0.0980,0.3547,0.158254,4.700
2026-05-13T12:34:52.777418,0.0980,0.3547,0.316955,4.500
2026-05-13T12:34:52.797350,0.0980,0.3547,0.306649,4.500
2026-05-13T12:34:52.817329,0.0980,0.3547,0.309654,4.500
2026-05-13T12:34:52.839383,0.0980,0.3547,0.268224,4.800
2026-05-13T12:34:52.858296,0.0980,0.3547,0.218137,4.800
2026-05-13T12:34:52.880319,0.0980,0.3547,0.105249,4.500
2026-05-13T12:34:52.899257,0.0980,0.3547,0.204468,4.500
2026-05-13T12:34:52.921275,0.0980,0.3547,0.195084,4.600
2026-05-13T12:34:52.940210,0.0980,0.3547,0.259701,4.600
2026-05-13T12:34:52.961190,0.0980,0.3547,0.201664,4.600
2026-05-13T12:34:52.982235,0.0980,0.3547,0.340318,4.500
2026-05-13T12:34:53.002192,0.0980,0.3542,0.319032,4.500
2026-05-13T12:34:53.023263,0.0980,0.3542,0.234845,4.700
2026-05-13T12:34:53.043108,0.0980,0.3542,0.182477,4.700
2026-05-13T12:34:53.063095,0.0980,0.3542,0.120655,4.700
2026-05-13T12:34:53.085139,0.0980,0.3542,0.168216,4.500
2026-05-13T12:34:53.104046,0.0980,0.3542,0.196601,4.500
2026-05-13T12:34:53.126070,0.0980,0.3542,0.242577,4.700
2026-05-13T12:34:53.145054,0.0980,0.3542,0.302456,4.700
2026-05-13T12:34:53.166003,0.0980,0.3541,0.199053,4.700
2026-05-13T12:34:53.185968,0.0980,0.3541,0.075850,4.800
2026-05-13T12:34:53.206949,0.0980,0.3541,0.224289,4.800
2026-05-13T12:34:53.227989,0.0980,0.3541,0.399056,4.600
2026-05-13T12:34:53.247907,0.0980,0.3541,0.332673,4.600
2026-05-13T12:34:53.268936,0.0980,0.3541,0.190630,4.500
2026-05-13T12:34:53.288864,0.0980,0.3541,0.081695,4.500
2026-05-13T12:34:53.308851,0.0959,0.3542,0.230075,4.500
2026-05-13T12:34:53.330868,0.0959,0.3542,0.391349,4.400
2026-05-13T12:34:53.349808,0.0959,0.3542,0.212043,4.400
2026-05-13T12:34:53.371826,0.0959,0.3542,0.088844,4.500
2026-05-13T12:34:53.390757,0.0959,0.3542,0.188962,4.500
2026-05-13T12:34:53.411738,0.0959,0.3542,0.179285,4.500
2026-05-13T12:34:53.431718,0.0959,0.3542,0.202358,4.600
2026-05-13T12:34:53.452706,0.0932,0.3542,0.292909,4.600
2026-05-13T12:34:53.473729,0.0932,0.3542,0.396514,4.700
2026-05-13T12:34:53.493660,0.0932,0.3542,0.571532,4.700
2026-05-13T12:34:53.514679,0.0932,0.3542,0.469796,4.700
2026-05-13T12:34:53.534633,0.0932,0.3542,0.399471,4.700
2026-05-13T12:34:53.554594,0.0932,0.3542,0.507533,4.700
2026-05-13T12:34:53.576621,0.0932,0.3542,0.408569,4.700
2026-05-13T12:34:53.595565,0.0858,0.3544,0.222103,4.700
