timestamp,x_m,y_m,magnitude_h2,laser_distance_cm
2026-05-12T14:35:49.082703,-0.1362,-0.0770,0.120828,4.400
2026-05-12T14:35:49.103726,-0.1362,-0.0770,0.204003,4.500
2026-05-12T14:35:49.123654,-0.1362,-0.0770,0.101387,4.500
2026-05-12T14:35:49.144691,-0.1362,-0.0770,0.211454,4.400
2026-05-12T14:35:49.164615,-0.1362,-0.0770,0.159995,4.400
2026-05-12T14:35:49.184595,-0.1362,-0.0770,0.161765,4.400
2026-05-12T14:35:49.205596,-0.1362,-0.0769,0.317006,4.600
2026-05-12T14:35:49.225560,-0.1362,-0.0769,0.084404,4.600
2026-05-12T14:35:49.247591,-0.1362,-0.0769,0.233539,4.300
2026-05-12T14:35:49.266516,-0.1362,-0.0769,0.155599,4.300
2026-05-12T14:35:49.288547,-0.1362,-0.0769,0.245035,4.700
2026-05-12T14:35:49.307482,-0.1362,-0.0769,0.192235,4.700
2026-05-12T14:35:49.328492,-0.1362,-0.0769,0.158617,4.700
2026-05-12T14:35:49.349495,-0.1362,-0.0769,0.289051,4.400
2026-05-12T14:35:49.369439,-0.1362,-0.0769,0.234531,4.400
2026-05-12T14:35:49.390456,-0.1362,-0.0769,0.174149,4.600
2026-05-12T14:35:49.410391,-0.1362,-0.0769,0.388902,4.600
2026-05-12T14:35:49.430371,-0.1362,-0.0769,0.289459,4.600
2026-05-12T14:35:49.452411,-0.1362,-0.0770,0.218990,4.400
2026-05-12T14:35:49.471369,-0.1362,-0.0770,0.257973,4.400
2026-05-12T14:35:49.493372,-0.1362,-0.0770,0.210395,4.600
2026-05-12T14:35:49.512311,-0.1362,-0.0770,0.201107,4.600
2026-05-12T14:35:49.534341,-0.1362,-0.0770,0.152717,4.500
2026-05-12T14:35:49.553324,-0.1362,-0.0770,0.384527,4.500
2026-05-12T14:35:49.574302,-0.1362,-0.0770,0.027656,4.500
2026-05-12T14:35:49.595325,-0.1362,-0.0770,0.140974,4.800
2026-05-12T14:35:49.615316,-0.1363,-0.0769,0.152012,4.800
2026-05-12T14:35:49.636325,-0.1363,-0.0769,0.184912,4.400
2026-05-12T14:35:49.656410,-0.1363,-0.0769,0.022134,4.400
2026-05-12T14:35:49.676163,-0.1363,-0.0769,0.126844,4.400
2026-05-12T14:35:49.698187,-0.1363,-0.0769,0.086698,4.600
2026-05-12T14:35:49.717117,-0.1363,-0.0769,0.277421,4.600
2026-05-12T14:35:49.739152,-0.1363,-0.0769,0.105494,4.500
2026-05-12T14:35:49.758098,-0.1363,-0.0770,0.340187,4.500
2026-05-12T14:35:49.779063,-0.1363,-0.0770,0.118620,4.500
2026-05-12T14:35:49.799042,-0.1363,-0.0770,0.251995,4.500
2026-05-12T14:35:49.820042,-0.1363,-0.0770,0.107906,4.500
2026-05-12T14:35:49.841057,-0.1363,-0.0770,0.139331,4.500
2026-05-12T14:35:49.860989,-0.1363,-0.0770,0.100199,4.500
2026-05-12T14:35:49.882030,-0.1362,-0.0769,0.214769,4.700
2026-05-12T14:35:49.901956,-0.1362,-0.0769,0.168771,4.700
2026-05-12T14:35:49.921949,-0.1362,-0.0769,0.294648,4.700
2026-05-12T14:35:49.943966,-0.1362,-0.0769,0.048687,4.200
2026-05-12T14:35:49.962899,-0.1362,-0.0769,0.076689,4.200
2026-05-12T14:35:49.984928,-0.1362,-0.0769,0.199772,4.500
2026-05-12T14:35:50.003878,-0.1363,-0.0769,0.289047,4.500
2026-05-12T14:35:50.024845,-0.1363,-0.0769,0.422255,4.500
2026-05-12T14:35:50.045873,-0.1363,-0.0769,0.193022,4.500
2026-05-12T14:35:50.065844,-0.1363,-0.0769,0.159110,4.500
2026-05-12T14:35:50.086844,-0.1363,-0.0769,0.190599,4.400
2026-05-12T14:35:50.106779,-0.1363,-0.0769,0.224232,4.400
2026-05-12T14:35:50.127810,-0.1363,-0.0769,0.316144,4.600
2026-05-12T14:35:50.147736,-0.1363,-0.0769,0.168075,4.600
2026-05-12T14:35:50.167725,-0.1363,-0.0769,0.231377,4.600
2026-05-12T14:35:50.189765,-0.1363,-0.0769,0.109457,4.500
2026-05-12T14:35:50.208683,-0.1363,-0.0769,0.162968,4.500
2026-05-12T14:35:50.230716,-0.1363,-0.0769,0.171115,4.500
2026-05-12T14:35:50.249656,-0.1362,-0.0769,0.011709,4.500
2026-05-12T14:35:50.270634,-0.1362,-0.0769,0.154588,4.500
2026-05-12T14:35:50.291672,-0.1362,-0.0769,0.090345,4.500
2026-05-12T14:35:50.310597,-0.1362,-0.0769,0.203013,4.500
2026-05-12T14:35:50.332631,-0.1362,-0.0769,0.034559,4.600
2026-05-12T14:35:50.351561,-0.1362,-0.0769,0.304054,4.600
2026-05-12T14:35:50.372542,-0.1362,-0.0769,0.100844,4.600
2026-05-12T14:35:50.392537,-0.1363,-0.0769,0.102013,4.500
2026-05-12T14:35:50.413508,-0.1363,-0.0769,0.270917,4.500
2026-05-12T14:35:50.434537,-0.1363,-0.0769,0.150307,4.800
2026-05-12T14:35:50.454476,-0.1363,-0.0769,0.125257,4.800
2026-05-12T14:35:50.475534,-0.1363,-0.0769,0.310508,4.700
2026-05-12T14:35:50.495455,-0.1362,-0.0769,0.289782,4.700
2026-05-12T14:35:50.515420,-0.1362,-0.0769,0.105808,4.700
2026-05-12T14:35:50.537517,-0.1362,-0.0769,0.031695,4.400
2026-05-12T14:35:50.556412,-0.1362,-0.0769,0.286320,4.400
2026-05-12T14:35:50.578444,-0.1362,-0.0769,0.094298,4.800
2026-05-12T14:35:50.597353,-0.1362,-0.0769,0.058530,4.800
2026-05-12T14:35:50.618362,-0.1362,-0.0769,0.230368,4.800
2026-05-12T14:35:50.639379,-0.1362,-0.0769,0.159330,4.400
2026-05-12T14:35:50.659314,-0.1362,-0.0769,0.150292,4.400
2026-05-12T14:35:50.681795,-0.1362,-0.0769,0.032083,4.500
2026-05-12T14:35:50.700319,-0.1362,-0.0769,0.168603,4.500
2026-05-12T14:35:50.721366,-0.1362,-0.0769,0.188783,4.600
2026-05-12T14:35:50.741221,-0.1362,-0.0769,0.121654,4.600
2026-05-12T14:35:50.761203,-0.1362,-0.0769,0.276698,4.600
2026-05-12T14:35:50.783231,-0.1362,-0.0769,0.178752,4.500
2026-05-12T14:35:50.802184,-0.1363,-0.0769,0.206205,4.500
2026-05-12T14:35:50.824198,-0.1363,-0.0769,0.239777,4.500
2026-05-12T14:35:50.843148,-0.1363,-0.0769,0.117348,4.500
2026-05-12T14:35:50.864119,-0.1363,-0.0769,0.123152,4.500
2026-05-12T14:35:50.885148,-0.1363,-0.0769,0.132111,4.600
2026-05-12T14:35:50.905081,-0.1363,-0.0769,0.073328,4.600
2026-05-12T14:35:50.926111,-0.1363,-0.0769,0.298637,4.400
2026-05-12T14:35:50.946057,-0.1363,-0.0769,0.162368,4.400
2026-05-12T14:35:50.966021,-0.1363,-0.0769,0.345608,4.400
2026-05-12T14:35:50.987016,-0.1363,-0.0769,0.102240,4.600
2026-05-12T14:35:51.007013,-0.1363,-0.0769,0.170033,4.600
2026-05-12T14:35:51.029014,-0.1363,-0.0769,0.068397,4.400
2026-05-12T14:35:51.047948,-0.1363,-0.0769,0.219511,4.400
2026-05-12T14:35:51.070019,-0.1363,-0.0769,0.109364,4.700
2026-05-12T14:35:51.088923,-0.1363,-0.0769,0.151604,4.700
2026-05-12T14:35:51.109901,-0.1363,-0.0769,0.363281,4.700
2026-05-12T14:35:51.130937,-0.1363,-0.0769,0.036119,4.600
2026-05-12T14:35:51.150865,-0.1363,-0.0769,0.166197,4.600
2026-05-12T14:35:51.171895,-0.1363,-0.0769,0.142560,4.600
2026-05-12T14:35:51.191838,-0.1363,-0.0768,0.137499,4.600
2026-05-12T14:35:51.211804,-0.1363,-0.0768,0.265214,4.600
2026-05-12T14:35:51.233833,-0.1363,-0.0768,0.167594,4.600
2026-05-12T14:35:51.252778,-0.1363,-0.0768,0.230757,4.600
2026-05-12T14:35:51.274796,-0.1363,-0.0768,0.087238,4.700
2026-05-12T14:35:51.293730,-0.1363,-0.0768,0.313430,4.700
2026-05-12T14:35:51.315761,-0.1363,-0.0768,0.102045,4.600
2026-05-12T14:35:51.334701,-0.1361,-0.0766,0.083341,4.600
2026-05-12T14:35:51.355683,-0.1361,-0.0766,0.164422,4.600
2026-05-12T14:35:51.376991,-0.1361,-0.0766,0.081768,4.600
2026-05-12T14:35:51.396643,-0.1361,-0.0766,0.231022,4.600
2026-05-12T14:35:51.417669,-0.1361,-0.0766,0.136074,4.500
2026-05-12T14:35:51.437618,-0.1361,-0.0766,0.371132,4.500
2026-05-12T14:35:51.457608,-0.1361,-0.0766,0.116714,4.500
2026-05-12T14:35:51.479643,-0.1359,-0.0766,0.225396,4.600
2026-05-12T14:35:51.498558,-0.1359,-0.0766,0.167308,4.600
2026-05-12T14:35:51.520585,-0.1359,-0.0766,0.326352,4.500
2026-05-12T14:35:51.539535,-0.1359,-0.0766,0.120396,4.500
2026-05-12T14:35:51.560502,-0.1359,-0.0766,0.073915,4.500
2026-05-12T14:35:51.580766,-0.1359,-0.0766,0.385828,4.700
2026-05-12T14:35:51.601475,-0.1359,-0.0766,0.156224,4.700
2026-05-12T14:35:51.622532,-0.1357,-0.0765,0.155230,4.400
2026-05-12T14:35:51.642424,-0.1357,-0.0765,0.170099,4.400
2026-05-12T14:35:51.663472,-0.1357,-0.0765,0.170656,4.600
2026-05-12T14:35:51.683387,-0.1357,-0.0765,0.090237,4.600
2026-05-12T14:35:51.703374,-0.1357,-0.0765,0.158678,4.600
2026-05-12T14:35:51.725405,-0.1357,-0.0765,0.104129,4.500
2026-05-12T14:35:51.744369,-0.1357,-0.0765,0.174934,4.500
2026-05-12T14:35:51.766406,-0.1357,-0.0765,0.256767,4.800
2026-05-12T14:35:51.785360,-0.1357,-0.0765,0.265302,4.800
2026-05-12T14:35:51.806369,-0.1359,-0.0764,0.103163,4.800
2026-05-12T14:35:51.826272,-0.1359,-0.0764,0.441147,4.600
2026-05-12T14:35:51.847254,-0.1359,-0.0764,0.042842,4.600
2026-05-12T14:35:51.868285,-0.1359,-0.0764,0.209397,4.600
2026-05-12T14:35:51.888215,-0.1359,-0.0764,0.392693,4.600
2026-05-12T14:35:51.909240,-0.1359,-0.0764,0.381001,4.400
2026-05-12T14:35:51.929186,-0.1357,-0.0780,0.479566,4.400
2026-05-12T14:35:51.949157,-0.1357,-0.0780,0.621657,4.400
2026-05-12T14:35:51.971178,-0.1357,-0.0780,0.674802,4.600
2026-05-12T14:35:51.990129,-0.1357,-0.0780,1.224459,4.600
2026-05-12T14:35:52.012149,-0.1357,-0.0780,1.383359,4.600
2026-05-12T14:35:52.031083,-0.1357,-0.0780,1.952540,4.600
2026-05-12T14:35:52.052058,-0.1357,-0.0780,2.200302,4.600
2026-05-12T14:35:52.073120,-0.1357,-0.0780,2.896686,4.600
2026-05-12T14:35:52.093040,-0.1361,-0.0830,3.315367,4.600
2026-05-12T14:35:52.114060,-0.1361,-0.0830,4.142816,4.600
2026-05-12T14:35:52.134003,-0.1361,-0.0830,5.080199,4.600
2026-05-12T14:35:52.153975,-0.1361,-0.0830,6.309055,4.600
2026-05-12T14:35:52.174957,-0.1361,-0.0830,7.523458,4.700
2026-05-12T14:35:52.194937,-0.1361,-0.0830,8.828810,4.700
2026-05-12T14:35:52.216960,-0.1361,-0.0830,10.288603,4.600
2026-05-12T14:35:52.235912,-0.1369,-0.0906,12.088314,4.600
2026-05-12T14:35:52.257925,-0.1369,-0.0906,14.424976,4.600
2026-05-12T14:35:52.276867,-0.1369,-0.0906,16.841942,4.600
2026-05-12T14:35:52.297843,-0.1369,-0.0906,19.816690,4.600
2026-05-12T14:35:52.318869,-0.1369,-0.0906,23.152719,4.600
2026-05-12T14:35:52.338811,-0.1369,-0.0906,27.007679,4.600
2026-05-12T14:35:52.359836,-0.1369,-0.0906,31.400681,4.500
2026-05-12T14:35:52.379785,-0.1376,-0.1006,36.242496,4.500
2026-05-12T14:35:52.399757,-0.1376,-0.1006,42.574918,4.500
